id,task_id,transaction_id,agent_id,action,reasoning,memory_hits,similarity_scores,tokens_in,tokens_out,bedrock_model,latency_ms,reviewer_id,review_notes,evidence_s3_key,context_snapshot,created_at
102bf5b7-22b0-454f-b46f-77cbc080d638,b97b76ed-216c-4861-9457-8adf84095017,7ada43fa-ea8e-48ce-91a1-88241ffa1868,MSI,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range, and there are uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,521,79,anthropic.claude-3-haiku-20240307-v1:0,1033,NULL,NULL,NULL,NULL,2026-07-22 14:21:53.967382+00
10666573-93e4-4304-b2ad-3f1bc44d67b4,368a6935-7e7c-40b8-8621-5f669881734e,f317e318-fee1-4e85-a804-00acde46a072,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,319,74,anthropic.claude-3-haiku-20240307-v1:0,983,NULL,NULL,NULL,NULL,2026-07-21 18:10:31.438197+00
10f3dc3f-cb39-4ba3-b895-1a4bd56daa9d,73594625-47f1-4463-9cc0-2344eba12abc,d234c618-3b6f-4cb5-a907-952a689d8dd3,DESKTOP-4PDKLKG,memory_recall,NULL,3,"{0.2707753616108951,0.27979460713798576,0.3014728133299378}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:21.621174+00
12a67098-0a41-440f-bf7a-57601548cf82,a5a263ce-1dd0-4a10-ba0b-ba7416ab7506,919c4f99-e9e0-475d-bc2e-e1bab9d32027,DESKTOP-4PDKLKG,mcp_query,customer_history_count=4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:29.30212+00
13c58d89-a4db-4301-881f-afb48b54c572,cc069f7d-2e40-4070-bc88-4fc1744b0b1a,e46daa50-8b57-444a-99a1-cb3e75db2937,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.303840385951884,0.32683364821460503}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:11:07.189801+00
14b47ed6-09a6-4467-a8cc-39bff292251f,3e22fbbd-bb38-44b1-8c0b-53364b057a93,3454b338-d65f-4dd5-a850-95fc081bbf78,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:52.445874+00
14d4d3eb-ef23-48f6-9ec5-3e2c9466b4dd,086e2a6c-b21f-4951-aa01-8cce234676c4,821cb34e-40e6-4285-8e8b-731238514166,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,409,78,anthropic.claude-3-haiku-20240307-v1:0,1328,NULL,NULL,NULL,NULL,2026-07-21 21:35:23.089111+00
15f472dc-ac25-4a55-b21d-2a3dfc1371a5,d1233955-a5c6-4a28-bd9f-ca0a0e33a8b7,6b975d08-b0e7-43b8-b733-a4a8eb7a1f07,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:38:51.234281+00
18594127-ec2a-47a8-9049-013a36581708,584d634a-9900-4d10-8d92-ff5ddf1ee26b,bc61ba50-6546-4ffd-8cd1-4e3eedfb4b9c,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.28065605904242263,0.31109706096874834}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:44.885234+00
18d018f8-498a-4aa7-8a92-03eec9c8773b,a5a263ce-1dd0-4a10-ba0b-ba7416ab7506,919c4f99-e9e0-475d-bc2e-e1bab9d32027,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,531,77,anthropic.claude-3-haiku-20240307-v1:0,859,NULL,NULL,NULL,NULL,2026-07-21 21:36:29.30212+00
18fb1a64-be5c-42cd-836f-a10e06346aac,caa34494-1f88-4a6b-b7f0-7d576e4e8ed9,e7cf23a7-7efe-47b9-8214-d61fc0141d91,MSI,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range, and there are uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,524,79,anthropic.claude-3-haiku-20240307-v1:0,1118,NULL,NULL,NULL,NULL,2026-07-22 16:38:45.745454+00
198b491f-3438-40dc-8825-2fe66be0919d,29d1ce71-e1ef-4b2e-bb86-22b164be0035,6774e46f-e25c-4d32-979a-32698bcc2c7d,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.110 and large error balances of over $75,000 for the originator and over $133,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,600,78,anthropic.claude-3-haiku-20240307-v1:0,1000,NULL,NULL,NULL,NULL,2026-07-21 21:35:41.364728+00
1a501b1b-ff47-4618-9bae-fe563b0d9c26,ab90e769-55a7-4866-b7bc-65a967e9d22e,4791a5e2-9c32-4b14-86e2-f8acfb427c40,MSI,verdict_fraud,"The transaction has a high risk score of 0.787, and the destination account has a large positive error balance of 1133312.55, indicating a potential balance wipe, which is a common fraud pattern.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:21:50.138374+00
1af60a21-1e2b-4324-9349-178d05a5e685,485abd90-1be8-40f2-9b8e-04ed9a9e1a13,0a473afe-ac4a-42a1-8d33-da385c1dd399,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.422 and large error balances of over $83,000 for the originator and over $396,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,599,78,anthropic.claude-3-haiku-20240307-v1:0,1078,NULL,NULL,NULL,NULL,2026-07-21 21:36:00.012599+00
1b1a1c3e-4519-412a-8584-b080787bd20b,29d1ce71-e1ef-4b2e-bb86-22b164be0035,6774e46f-e25c-4d32-979a-32698bcc2c7d,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:41.364728+00
1b2a586d-19c2-41b6-8761-ce02b132edd7,558a6311-c922-4463-b233-3c4494458e15,9913f22c-d854-4d6e-aedc-cbf9b0211d23,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:10.121463+00
1b63cf23-dbb4-4586-8133-c90f5d1f7282,0b820631-63dc-4c0a-91e5-906cfc51dcb8,35995536-1059-42f0-acb8-6ff12a59caa6,DESKTOP-4PDKLKG,mcp_query,customer_history_count=4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:33.027318+00
1d7f35ae-e888-4cee-8929-b7f19ef0a44b,da6a242e-91e1-4022-8bce-c576a51b5da7,3c079ad3-6506-46fb-be56-0d8f60f56fdf,DESKTOP-4PDKLKG,memory_recall,NULL,1,{0.2277407020529305},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:11:21.123128+00
1df6f288-c16a-4fad-b6d6-fcdbb6d49aa6,a92a2f97-1257-4ab8-a1b2-d2c197588cd7,8cf3bf64-562a-430b-b7a8-8ebc3819e9f9,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score between 0.30 and 0.60, and there is an uncertain signal with a non-zero error balance on the destination account.",NULL,NULL,209,68,anthropic.claude-3-haiku-20240307-v1:0,1186,NULL,NULL,NULL,NULL,2026-07-21 18:10:20.372518+00
21ac3ea8-2755-4bf2-9075-a8ed360301ba,caa34494-1f88-4a6b-b7f0-7d576e4e8ed9,e7cf23a7-7efe-47b9-8214-d61fc0141d91,MSI,task_requeued,stuck task re-queued,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:38:11.907011+00
2219a95a-f903-4de3-93b4-c3d4bd9f49a1,a92a2f97-1257-4ab8-a1b2-d2c197588cd7,8cf3bf64-562a-430b-b7a8-8ebc3819e9f9,DESKTOP-4PDKLKG,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:20.372518+00
23672d56-a2e7-4fb5-8261-06fff421092d,73594625-47f1-4463-9cc0-2344eba12abc,d234c618-3b6f-4cb5-a907-952a689d8dd3,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.787 and a large error balance of 99,578.86 for the destination account, indicating a likely fraudulent activity.",NULL,NULL,579,69,anthropic.claude-3-haiku-20240307-v1:0,983,NULL,NULL,NULL,NULL,2026-07-21 21:36:21.621174+00
241741d8-fafe-460d-b3e0-83f88b8b1749,d946934b-16d2-438b-8b13-9a88a87e2382,2e21164f-6dea-48f6-8ff9-5513b7001456,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.298, and the error balance for the destination account is significantly high at $63,100.72, indicating a likely fraudulent activity.",NULL,NULL,582,70,anthropic.claude-3-haiku-20240307-v1:0,780,NULL,NULL,NULL,NULL,2026-07-21 21:36:46.012212+00
245e5d30-006f-443d-ab48-9fa3d8189b2e,73594625-47f1-4463-9cc0-2344eba12abc,d234c618-3b6f-4cb5-a907-952a689d8dd3,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.787 and a large error balance of 99,578.86 for the destination account, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:21.621174+00
247bd08e-bcd7-4836-8226-c74e2c2398f6,af80e8b7-0433-4e81-9044-d74c50659939,439bbafb-7bf8-4cb0-a46e-1f6a55d4f211,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score between 0.30 and 0.60 and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,308,74,anthropic.claude-3-haiku-20240307-v1:0,1108,NULL,NULL,NULL,NULL,2026-07-21 18:10:24.186795+00
26ae6d5d-66c5-4595-b9b7-d652f00b0f06,ab90e769-55a7-4866-b7bc-65a967e9d22e,4791a5e2-9c32-4b14-86e2-f8acfb427c40,MSI,bedrock_reasoning,"The transaction has a high risk score of 0.787, and the destination account has a large positive error balance of 1133312.55, indicating a potential balance wipe, which is a common fraud pattern.",NULL,NULL,521,76,anthropic.claude-3-haiku-20240307-v1:0,1192,NULL,NULL,NULL,NULL,2026-07-22 14:21:49.508395+00
26ce16fa-381f-4890-94b9-f82c2125a0a6,51a84d47-855d-4c4d-9549-b2cec58387ad,1ca75f3d-b751-42bd-a13d-bb8e640fcdf7,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.723 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:42.635144+00
274c95ca-5cfb-44d0-98dc-c1d7d4a1252c,acd5d2eb-47d1-4a5e-9ac2-5b0376623a80,57ad477b-3bfa-4b53-9e98-28cb37abe932,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.368, and the error balance for the destination account is significantly high at $49,003.30, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:33.74305+00
2d533d24-58b0-43e1-8ea6-89585cb79a4c,f318d145-3879-4e50-bda1-93c75f071bb1,0f826fb6-d6bd-4180-86c0-86d90d679560,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:53.372373+00
2f8aff1c-e7f6-4032-9426-85acf89970ba,7c3512ca-4e8f-4a21-96af-edde45255887,c3454dbb-278e-42d4-a78f-44fa05817626,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.196 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,391,57,anthropic.claude-3-haiku-20240307-v1:0,764,NULL,NULL,NULL,NULL,2026-07-21 18:10:53.894303+00
311b0bbd-28f5-46c7-8828-a34315c41a3d,3ecf3ddd-44c7-4e8b-823d-1ff8f3a31582,9b50295a-3f01-4bc3-8dc1-753a64f1c4a3,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.23261426492833392,0.27820282861112233}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:56.166885+00
314930ac-d69e-4b09-906f-9bdd2e177a85,d7dd4624-54ae-4ea0-bd5d-da010d43209f,a5b3ecf9-921a-4fbe-9262-1493c6ce2eb4,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.674 and large error balances of over $296,000 for the originator and over $645,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,514,78,anthropic.claude-3-haiku-20240307-v1:0,7078,NULL,NULL,NULL,NULL,2026-07-21 18:11:12.696864+00
34f3120f-5a0d-4cf3-ad87-5bd1c3eecb92,2672630d-091f-4c71-8580-040e4150156b,b9667a26-19fc-417c-8a40-bb56d8a6d33a,DESKTOP-4PDKLKG,memory_recall,NULL,1,{0.2710720311527035},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:29.01175+00
36e76507-0a3f-481a-88ae-9db458dadce5,acd5d2eb-47d1-4a5e-9ac2-5b0376623a80,57ad477b-3bfa-4b53-9e98-28cb37abe932,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.368, and the error balance for the destination account is significantly high at $49,003.30, indicating a likely fraudulent activity.",NULL,NULL,589,70,anthropic.claude-3-haiku-20240307-v1:0,1171,NULL,NULL,NULL,NULL,2026-07-21 21:36:33.74305+00
379f91ac-e959-411b-acc2-d45d2f800ca5,ba5f3bbe-73c6-4264-b010-441106ef554d,ef154cbb-3c8c-4f81-a69b-6c52bb661868,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:42.302221+00
3c348cb8-7c6a-4128-8b60-36f168fbc6b9,3e22fbbd-bb38-44b1-8c0b-53364b057a93,3454b338-d65f-4dd5-a850-95fc081bbf78,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.277 and large error balances of over $176,000 for the originator and over $389,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:52.445874+00
3ea54d4c-c720-4172-bc45-e558e0a1ef8d,68338117-459f-47f2-93c3-1a5198ccdfc5,8dce8f98-bc5e-43ca-b9ed-4a8cfbfd201f,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.2273849885739283,0.24874498698871306}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:51.598285+00
3f986384-2b89-42bd-b599-ee07ee023d52,57548f53-3034-4c11-b94a-5b7726319194,d951abf0-6e6d-4f76-89e8-ebdaf17dc2d5,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:14.080435+00
41f430ae-2ecb-4814-87c1-fbc5c497e9cb,da6a242e-91e1-4022-8bce-c576a51b5da7,3c079ad3-6506-46fb-be56-0d8f60f56fdf,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:11:21.123128+00
449eafc4-8c9b-4e09-95f7-18d7d502fee4,7c3512ca-4e8f-4a21-96af-edde45255887,c3454dbb-278e-42d4-a78f-44fa05817626,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.196 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:53.894303+00
46eb1773-559d-4595-8b2c-b8796a7aedff,eb54f674-7a84-4033-986a-7e29bbd2f341,3783f3e0-a22f-468e-a6ea-a3384118e583,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,454,77,anthropic.claude-3-haiku-20240307-v1:0,875,NULL,NULL,NULL,NULL,2026-07-21 21:36:49.662496+00
478eaae8-8069-4636-a66c-62d9dec3ff06,beec5a4d-59a5-4eb4-902b-b26d114b1a9f,237bf4fb-2911-46e9-80d9-013aad7b6787,MSI,verdict_fraud,"The transaction has a high risk score of 0.255, and the error balance for the destination account is significantly high at $165,447.95, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:33:04.2447+00
47f7750c-3df6-4850-bb42-3b64918a94c4,eb54f674-7a84-4033-986a-7e29bbd2f341,3783f3e0-a22f-468e-a6ea-a3384118e583,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:49.662496+00
482c392f-8f9a-42a5-b123-003f7837d5fa,368a6935-7e7c-40b8-8621-5f669881734e,f317e318-fee1-4e85-a804-00acde46a072,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:31.438197+00
4ae7988a-4cda-4bd3-bdd6-87e61f69b7a5,dd7fada6-f275-4037-8926-5a6179a2c657,26b80b93-3a05-4ca2-9144-837cc11fb0d1,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.267 and large error balances of over $44,000 for the originator and over $13 million for the destination, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:11:25.963078+00
4cd916de-f20f-4c11-9145-50d07f2d4e22,af80e8b7-0433-4e81-9044-d74c50659939,439bbafb-7bf8-4cb0-a46e-1f6a55d4f211,DESKTOP-4PDKLKG,memory_recall,NULL,1,{0.245775717286294},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:24.186795+00
4d9b018a-6ad9-4d14-9087-ebbb3f274687,eb54f674-7a84-4033-986a-7e29bbd2f341,3783f3e0-a22f-468e-a6ea-a3384118e583,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.24707372469133193,0.3840971861406869}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:49.662496+00
4f977dac-f15a-45d2-a912-b71495dec51b,d1983bfe-35c2-464d-bf6d-133478f8a071,aafc932e-053d-498a-9ce7-1e0e7dc5530b,MSI,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range, and there are uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:38:57.979381+00
502568e8-8be6-42c5-998f-1baa952956ed,4d340990-757f-4b3a-a75f-72d818adbb56,34bd444b-484e-44f6-a91f-3873c795c305,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.699 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,391,57,anthropic.claude-3-haiku-20240307-v1:0,843,NULL,NULL,NULL,NULL,2026-07-21 18:10:40.457985+00
5079b18d-b7c6-496e-ad1c-7ef9deb38bbe,38686297-643e-40ff-95ce-cd1a378f4ef4,e6b60acc-2686-41a2-90a7-7fe37cf89a11,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:48.885987+00
58cf6236-d993-42ba-9564-0ede8afaca20,4ced609f-91b6-448f-91dc-a86fcfa424f6,583f7e76-c327-4a3a-a659-4871a08840ee,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,531,78,anthropic.claude-3-haiku-20240307-v1:0,968,NULL,NULL,NULL,NULL,2026-07-21 21:36:04.112132+00
5a814cd8-69e5-49d2-a66b-2fb7d8aba7d4,abf11ee1-5607-46e4-876f-6184bb8483ce,03520f78-e9e5-4501-974f-ddb03040c37a,MSI,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:20:48.440852+00
5a9cc7cf-881f-478e-8e65-9d392190dfab,cc069f7d-2e40-4070-bc88-4fc1744b0b1a,e46daa50-8b57-444a-99a1-cb3e75db2937,DESKTOP-4PDKLKG,verdict_fraud,"The large error balances of over $169,000 for the originator and over $100,000 for the destination, along with the high risk score of 0.307, indicate a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:11:07.189801+00
5c2c5140-1122-4877-a4a9-85ad7bcc406e,368a6935-7e7c-40b8-8621-5f669881734e,f317e318-fee1-4e85-a804-00acde46a072,DESKTOP-4PDKLKG,memory_recall,NULL,1,{0.2461462694870813},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:31.438197+00
5cf7cc01-81a2-4895-b497-41be4d29be8b,47cdc2e5-9000-4713-b760-90aa7a5d5877,354bf567-295b-4880-9ee0-88a84305a59e,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.29238829888070494,0.33353320754568205}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:38.33802+00
