id,transaction_id,risk_score,status,claimed_by,claimed_at,heartbeat_at,completed_at,step,scratchpad,verdict,confidence,reviewed_by,reviewed_at,review_decision,created_at
0b820631-63dc-4c0a-91e5-906cfc51dcb8,35995536-1059-42f0-acb8-6ff12a59caa6,0.11892739895754864,pending_review,DESKTOP-4PDKLKG,2026-07-21 21:35:32.876396+00,2026-07-21 21:35:33.027318+00,2026-07-21 21:35:33.027318+00,bedrock_reasoning,NULL,escalate,0.85,NULL,NULL,NULL,2026-07-21 21:32:31.85621+00
0bde2436-098f-4d99-8327-81ae1f7d5835,f2ef0c5f-7636-4781-bab9-0bf1fb648f47,0.34574415941838466,failed,169.254.54.143,2026-07-23 13:43:30.273101+00,2026-07-23 13:43:30.273101+00,2026-07-23 13:43:30.637331+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
0c22ddcd-d523-419a-aca1-300af6628610,99888b58-1f65-4f2b-a429-f405fed8f4c4,0.741563388353732,failed,MSI,2026-07-21 22:26:53.871717+00,2026-07-21 22:26:53.871717+00,2026-07-21 22:26:54.12381+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
0d2876a7-7615-4afa-9c53-87ab063f6f4f,cfcacfc3-8e86-485c-a17b-eb712e1412d2,0.2735773795766963,done,MSI,2026-07-21 22:47:32.662277+00,2026-07-21 22:47:41.524236+00,2026-07-21 22:47:41.524236+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:47:31.141639+00
0e5f8999-7575-4e0a-8f46-130a18690804,f832c897-c9df-4b19-b67a-309212f9d24a,0.39618132976004516,investigating,7c9df9fd-28a1-443f-8b13-07b083d1ee96,2026-07-22 20:56:48.971404+00,2026-07-22 20:56:48.971404+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:19:58.191138+00
0e78ce31-64c7-4328-9e0e-5b30e3a330b8,74d1679a-2016-44ca-bb78-98bbacdb6a05,0.5168946166763724,pending_review,MSI,2026-07-21 22:44:24.237852+00,2026-07-21 22:44:27.326168+00,2026-07-21 22:44:27.326168+00,fallback,NULL,escalate,0.7,NULL,NULL,NULL,2026-07-21 22:44:16.018547+00
0eaa05a0-c2f9-4331-9970-496082fb0e57,c065367b-02ab-4583-a16a-e44dce88305f,0.7966927130591749,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
10b425c6-1ff4-44fe-8c31-eaf351bc2000,4a021e46-f7c1-4028-987d-cd8f0cb1ccdd,0.11135133182834932,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
12fd0582-d68c-48f0-9af5-83af352ccfd8,4a9f2647-6ab8-4ffc-9d5b-37c1df53ecc1,0.52,done,MSI,2026-07-21 22:40:13.663197+00,2026-07-21 22:40:17.162111+00,2026-07-21 22:40:17.162111+00,auto_approve,NULL,legit,1,NULL,NULL,NULL,2026-07-21 22:40:05.378452+00
14019df8-a5c9-4ad2-8c28-bb0366a17c59,6bda102a-a379-4f01-ac87-c1932698a3a1,0.5908190686678854,done,test-worker,2026-07-22 20:58:08.074802+00,2026-07-22 20:58:08.232446+00,2026-07-22 20:58:08.232446+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:32:45.993409+00
141f60e1-df8e-4dca-a493-3ce4c2a02583,8fdf1564-7ab8-464c-9384-994c74a94b6f,0.4068719596390311,done,MSI,2026-07-22 08:29:31.083593+00,2026-07-22 08:29:44.588424+00,2026-07-22 08:29:44.588424+00,bedrock_reasoning,NULL,fraud,0.9,NULL,NULL,NULL,2026-07-21 22:51:18.519516+00
14882c91-4490-4a69-aff1-bd0cbe9efa19,d4063dde-6457-4c53-b72d-bc1582c7abe1,0.5739842692546197,failed,MSI,2026-07-21 22:26:54.166748+00,2026-07-21 22:26:54.166748+00,2026-07-21 22:26:54.320661+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
14a54dfb-8043-4ecd-9cf0-cd060461fb4f,1bde822c-6392-4ffd-a46d-c7e88d58f9f7,0.7742008317458595,done,MSI,2026-07-21 22:40:17.206422+00,2026-07-21 22:40:18.441237+00,2026-07-21 22:40:18.441237+00,auto_approve,NULL,legit,1,NULL,NULL,NULL,2026-07-21 22:40:05.378452+00
180c9c11-75f6-4413-a1a1-b6d8cfada6e6,28ab1ef8-1675-4038-8832-29f8a96ad3cf,0.7512399119242117,failed,MSI,2026-07-21 22:26:54.362776+00,2026-07-21 22:26:54.362776+00,2026-07-21 22:26:54.521752+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
18baa353-0b17-4499-b6e5-aadc85b1cd8d,4b6c3e35-c6eb-4aa6-974d-e7e641e26273,0.4391396621531982,pending_review,DESKTOP-4PDKLKG,2026-07-21 18:10:26.67543+00,2026-07-21 18:10:26.823772+00,2026-07-21 18:10:26.823772+00,bedrock_reasoning,NULL,escalate,0.8,NULL,NULL,NULL,2026-07-21 18:09:28.992652+00
1993b5eb-8916-427a-a086-996776c4fa48,aa9e74b3-4fc5-4262-9f2e-bb93e46f0dea,0.7687867262574376,pending_review,MSI,2026-07-21 22:44:27.370972+00,2026-07-21 22:44:32.458174+00,2026-07-21 22:44:32.458174+00,fallback,NULL,escalate,0.7,NULL,NULL,NULL,2026-07-21 22:44:16.018547+00
1afc4ada-58ff-4d15-bccf-24d5d90b99af,60bb85e3-427f-4b3f-9770-00d2356394f1,0.24197966439861712,done,test-worker,2026-07-22 20:58:12.713084+00,2026-07-22 20:58:12.873847+00,2026-07-22 20:58:12.873847+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
1d874fea-a9c7-4534-a15f-a13a0e990ed2,b2f3148a-eb78-4e06-bea0-c23662be146a,0.4488666380470461,failed,MSI,2026-07-21 22:26:54.560732+00,2026-07-21 22:26:54.560732+00,2026-07-21 22:26:54.711743+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
1e33bcdf-f968-4b4a-aecc-d4ce108c16dd,7bc0f502-d40b-4055-8669-de4c5c660945,0.6046118004345881,done,MSI,2026-07-21 22:33:00.47229+00,2026-07-21 22:33:03.297242+00,2026-07-21 22:33:03.297242+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:32:50.13029+00
1ed5e159-adf4-4cdf-83cb-822291a63afa,7c3274bc-178e-46fb-b8c5-e9257aaeec20,0.52,done,MSI,2026-07-21 22:41:49.462923+00,2026-07-21 22:41:50.742987+00,2026-07-21 22:41:50.742987+00,auto_approve,NULL,legit,1,NULL,NULL,NULL,2026-07-21 22:41:46.396823+00
1f214104-7d10-4544-8d6c-cf1608fcd127,6dcffcd9-c361-4b5a-9ecf-fa2b13c3c97c,0.32905151079831246,failed,MSI,2026-07-21 22:25:10.214981+00,2026-07-21 22:25:10.214981+00,2026-07-21 22:25:10.367641+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:25:08.220254+00
201d3e41-5446-4ca0-bc48-bc1494066dde,1d42e023-0be2-456a-84ee-8877e9f8bbdb,0.52,done,test-worker,2026-07-22 20:58:12.919856+00,2026-07-22 20:58:13.076889+00,2026-07-22 20:58:13.076889+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
20f47404-26ae-4459-9aa8-bf9df1134dda,dc29bcf0-2fef-466a-89a1-6bf1ac30d0bb,0.253419406142319,failed,MSI,2026-07-21 22:26:54.750709+00,2026-07-21 22:26:54.750709+00,2026-07-21 22:26:54.902734+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
211b0baf-e1d4-49e1-8dad-5dbace291d47,81d8198b-3479-490d-95b1-42d21be2ffb8,0.52,investigating,test-worker,2026-07-22 20:56:47.450701+00,2026-07-22 20:56:47.450701+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:19:57.657068+00
2282dc64-5794-413c-93be-690263b55ce5,47eb1954-8382-4f49-ad63-3d32b068a2b5,0.3141469517577635,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
22db05ac-d229-4b98-b577-c85c48bb7b8e,d27eda7a-8bbb-4d08-bfec-832ed9890324,0.3213742966201646,pending_review,MSI,2026-07-22 08:29:44.644884+00,2026-07-22 08:29:48.735262+00,2026-07-22 08:29:48.735262+00,bedrock_reasoning,NULL,escalate,0.8,NULL,NULL,NULL,2026-07-21 22:51:18.519516+00
2302c364-cb03-4c06-8996-b3e7a0f932e4,c3d938fb-895c-4d3b-a6a0-e5744bd2b9cf,0.7170058219725713,done,MSI,2026-07-21 22:40:18.484178+00,2026-07-21 22:40:19.733193+00,2026-07-21 22:40:19.733193+00,auto_approve,NULL,legit,1,NULL,NULL,NULL,2026-07-21 22:40:05.378452+00
236f8fae-a38a-4d8c-8011-147aceb4daa6,4d983810-a536-4dfa-948c-c45a80cde217,0.5,failed,MSI,2026-07-21 22:30:54.80863+00,2026-07-21 22:30:54.80863+00,2026-07-21 22:31:05.689008+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:30:54.237167+00
24b4adc3-4964-4175-8657-f849c712b241,15ac5068-2a05-46a7-b530-94001147cec9,0.5362966835020083,failed,MSI,2026-07-21 22:26:54.940703+00,2026-07-21 22:26:54.940703+00,2026-07-21 22:26:55.098703+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
24d2f9b7-57e1-431d-9f7f-3eda55ea30a0,96fda9b3-8e07-40a4-8fa2-4a482e5d0923,0.613912607214406,pending_review,MSI,2026-07-21 22:47:41.565279+00,2026-07-21 22:47:44.979236+00,2026-07-21 22:47:44.979236+00,fallback,NULL,escalate,0.7,NULL,NULL,NULL,2026-07-21 22:47:31.141639+00
24e10956-655a-4e74-a556-d3a33ff13a6f,bd5e520f-10e7-47ca-89ba-f19297719eb8,0.726939058491544,done,DESKTOP-4PDKLKG,2026-07-21 21:35:36.971364+00,2026-07-21 21:35:37.115435+00,2026-07-21 21:35:37.115435+00,bedrock_reasoning,NULL,fraud,0.9,NULL,NULL,NULL,2026-07-21 21:32:31.85621+00
25aa3f47-6b19-4a9d-88aa-e95349791845,2eb36f00-38a1-4ca0-a279-52625635d187,0.273986262489881,done,test-worker,2026-07-22 20:58:08.287653+00,2026-07-22 20:58:08.453787+00,2026-07-22 20:58:08.453787+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:32:45.993409+00
2604a648-5a30-4037-9866-e66e12e5f86e,16b19617-28e6-46c5-80eb-218cb8ebb97e,0.19683369595696604,done,MSI,2026-07-21 22:33:03.33828+00,2026-07-21 22:33:06.088364+00,2026-07-21 22:33:06.088364+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:32:50.13029+00
2672630d-091f-4c71-8580-040e4150156b,b9667a26-19fc-417c-8a40-bb56d8a6d33a,0.3637254571205121,pending_review,DESKTOP-4PDKLKG,2026-07-21 18:10:28.864409+00,2026-07-21 18:10:29.01175+00,2026-07-21 18:10:29.01175+00,bedrock_reasoning,NULL,escalate,0.8,NULL,NULL,NULL,2026-07-21 18:09:28.992652+00
269ce0b1-4227-4b72-ad5b-ad0399e07e21,adf52b73-6947-4f47-b34d-3609961285c6,0.44147304881314064,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
27dd9825-efb8-4fbf-a996-aa86c24255e1,02d6e7ee-48fd-4c50-a0b2-e34c9a2cd80c,0.226010449939673,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
28381b98-bda4-40ca-996b-c003549fea41,86263afe-b6d8-4534-9ee1-2b75bd1b5d8d,0.5780471890310783,done,test-worker,2026-07-22 20:58:13.119937+00,2026-07-22 20:58:13.285146+00,2026-07-22 20:58:13.285146+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
2913985b-08dc-47d7-9c40-ccf7d0f75c87,961515be-7560-4150-bd7d-6d411c5cc7c2,0.6424389206002659,done,test-worker,2026-07-22 20:58:13.327876+00,2026-07-22 20:58:13.48789+00,2026-07-22 20:58:13.48789+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
299e06ef-91ea-4c14-b767-35969a4b5241,8beac662-2ea6-4384-b4ab-81436f066012,0.5,done,test-worker,2026-07-22 20:58:13.534872+00,2026-07-22 20:58:13.690965+00,2026-07-22 20:58:13.690965+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
29a0f212-41ee-46d3-8fdd-1b91681aebb2,81079c85-76f0-407f-bcba-c2a7382f2c9b,0.2772678359395796,pending_review,MSI,2026-07-22 08:29:48.795147+00,2026-07-22 08:29:55.189757+00,2026-07-22 08:29:55.189757+00,bedrock_reasoning,NULL,escalate,0.8,NULL,NULL,NULL,2026-07-21 22:51:18.519516+00
29a76456-3312-4cc4-9abd-c6f4f1004c0f,7f6d8961-4a70-4ef5-910c-d4d670f872a7,0.5,done,MSI,2026-07-21 22:33:06.129306+00,2026-07-21 22:33:09.039723+00,2026-07-21 22:33:09.039723+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:32:50.13029+00
29d1ce71-e1ef-4b2e-bb86-22b164be0035,6774e46f-e25c-4d32-979a-32698bcc2c7d,0.1099404846429183,done,DESKTOP-4PDKLKG,2026-07-21 21:35:41.220624+00,2026-07-21 21:35:41.364728+00,2026-07-21 21:35:41.364728+00,bedrock_reasoning,NULL,fraud,0.9,NULL,NULL,NULL,2026-07-21 21:32:31.85621+00
2a61e256-5657-498d-80ad-f24e3fa8b5bb,1d6588a6-c270-4b9f-b7d6-3a7399220399,0.2134052044821651,done,MSI,2026-07-22 08:29:55.24252+00,2026-07-22 08:29:59.372392+00,2026-07-22 08:29:59.372392+00,bedrock_reasoning,NULL,fraud,0.9,NULL,NULL,NULL,2026-07-21 22:51:18.519516+00
2acad2c2-7e3e-4e19-9078-7a395bea68bf,301a7fee-ffef-4298-ba1b-f07e1bb5e5ab,0.6499167993578683,failed,MSI,2026-07-21 22:25:10.40702+00,2026-07-21 22:25:10.40702+00,2026-07-21 22:25:10.563082+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:25:08.220254+00
2afeddac-ce1f-4fa6-ab00-b214affdaf3b,6dd2fa50-58d3-4522-b295-f86bcc1d513e,0.19728443778169147,investigating,17e6a93c-21d4-4726-b0be-234e40a03799,2026-07-22 20:56:48.978792+00,2026-07-22 20:56:48.978792+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:19:58.191138+00
2b8488b0-0e9c-4c91-8f1f-18d5c6e6ed2f,806438f1-0eda-40fe-863f-1aaf8f1790a0,0.5899296257281321,done,test-worker,2026-07-22 20:58:13.733899+00,2026-07-22 20:58:13.893888+00,2026-07-22 20:58:13.893888+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
2cd4af65-5c4e-4b4d-b10d-c8796583ab74,6f72beac-d9b2-4e11-bfc2-cf57f2ceb61b,0.6137034645347058,done,MSI,2026-07-21 22:40:19.776343+00,2026-07-21 22:40:21.007765+00,2026-07-21 22:40:21.007765+00,auto_approve,NULL,legit,1,NULL,NULL,NULL,2026-07-21 22:40:05.378452+00
2e0e3d0a-fa6f-4608-85e5-cba0da4abced,82591758-725f-462c-805b-bba32f4ede4c,0.48864741745830975,failed,MSI,2026-07-21 22:31:05.728982+00,2026-07-21 22:31:05.728982+00,2026-07-21 22:31:06.910012+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:30:54.237167+00
2f850867-7c08-48f4-a7a1-3e1c482b1e92,a47ef3ee-fdb8-4e7a-a604-9dbe169117cd,0.543781850684254,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
30a80c43-27ad-410c-8129-4c81b2043065,499c5b13-a318-4db7-b51a-d887cbe76396,0.7397145584000852,done,test-worker,2026-07-22 20:58:17.385894+00,2026-07-22 20:58:17.5479+00,2026-07-22 20:58:17.5479+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 16:38:31.343393+00
31531c18-674e-4394-a781-cc30874f29e1,7369d4de-9330-45d6-879e-c140d64294f4,0.6200841685261983,failed,MSI,2026-07-21 22:26:55.138718+00,2026-07-21 22:26:55.138718+00,2026-07-21 22:26:55.291731+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
31e073af-f478-44a2-96d9-ef32769948c2,eb8f718c-ab98-41ab-abfa-9abef9dcebbf,0.48439241261587107,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
3587cbe8-3e7c-4e8e-bbd3-78daa0607b1a,edb3bf9a-c4f7-4d7e-8978-5a0eddb3bf42,0.7934257080743329,failed,MSI,2026-07-21 22:26:55.330853+00,2026-07-21 22:26:55.330853+00,2026-07-21 22:26:55.479748+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
359a95dc-7592-4be7-9e1e-6565a0b52dcd,367347d9-9610-4ffa-9c46-20a0102a3851,0.6874177916805948,failed,MSI,2026-07-21 22:25:10.606959+00,2026-07-21 22:25:10.606959+00,2026-07-21 22:25:10.764081+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:25:08.220254+00
368a6935-7e7c-40b8-8621-5f669881734e,f317e318-fee1-4e85-a804-00acde46a072,0.6329120161155078,pending_review,DESKTOP-4PDKLKG,2026-07-21 18:10:31.294021+00,2026-07-21 18:10:31.438197+00,2026-07-21 18:10:31.438197+00,bedrock_reasoning,NULL,escalate,0.8,NULL,NULL,NULL,2026-07-21 18:09:28.992652+00
37197346-5ced-4da8-953e-418f6b6d30d4,9208b499-d6d7-4dcc-8718-416f31bd2e9e,0.7928323175636006,done,DESKTOP-4PDKLKG,2026-07-21 21:35:45.053603+00,2026-07-21 21:35:45.208557+00,2026-07-21 21:35:45.208557+00,bedrock_reasoning,NULL,fraud,0.9,NULL,NULL,NULL,2026-07-21 21:32:31.85621+00
37213823-8ddd-4587-9bee-f0f6a748c62b,891fcbda-b2a1-40b6-bc88-22add2d8a249,0.2683474006723414,failed,MSI,2026-07-21 22:25:10.802959+00,2026-07-21 22:25:10.802959+00,2026-07-21 22:25:10.966551+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:25:08.220254+00
37e95904-49c0-4c21-9962-732c5d12944d,582f45e3-f7f5-4e20-88aa-d10834c8dcbf,0.39244381640026416,done,MSI,2026-07-21 22:44:32.500092+00,2026-07-21 22:44:35.509168+00,2026-07-21 22:44:35.509168+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:44:16.018547+00
3850e406-4e25-48c4-b921-ffd574e49700,d45471d1-f61f-48ee-8dbb-1a2953c19279,0.36470967368730345,pending_review,DESKTOP-4PDKLKG,2026-07-21 18:10:33.663679+00,2026-07-21 18:10:33.824866+00,2026-07-21 18:10:33.824866+00,bedrock_reasoning,NULL,escalate,0.7,NULL,NULL,NULL,2026-07-21 18:09:28.992652+00
38686297-643e-40ff-95ce-cd1a378f4ef4,e6b60acc-2686-41a2-90a7-7fe37cf89a11,0.6722481163201278,pending_review,DESKTOP-4PDKLKG,2026-07-21 21:35:48.738379+00,2026-07-21 21:35:48.885987+00,2026-07-21 21:35:48.885987+00,bedrock_reasoning,NULL,escalate,0.8,NULL,NULL,NULL,2026-07-21 21:32:31.85621+00
39a17a6b-9abe-4275-a33b-4d9072eac708,9a1421ca-d7ea-4276-823f-2b4fee337f3b,0.14941317581242336,pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-23 13:43:15.457984+00
3ad532a2-6531-4353-b632-4241f7d14774,3ca29dd4-aea2-4823-9bf7-acde3e5d8a48,0.1775128180645875,failed,MSI,2026-07-21 22:26:55.517725+00,2026-07-21 22:26:55.517725+00,2026-07-21 22:26:55.673727+00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 22:26:53.224055+00
3b286ffc-ae97-4228-b258-73575f28232d,98b271ee-27ad-4aa0-9b0f-b5e32759e30f,0.4404634333533405,done,test-worker,2026-07-22 20:58:17.590001+00,2026-07-22 20:58:17.776946+00,2026-07-22 20:58:17.776946+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 16:38:31.343393+00
3b6c1ffe-b7d5-4894-9242-165f67e79d1d,98f4afc9-c5f2-4b70-bf78-b0889516682b,0.5456281207550047,done,MSI,2026-07-21 22:33:09.080493+00,2026-07-21 22:33:11.89763+00,2026-07-21 22:33:11.89763+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:32:50.13029+00
3c01bcc1-f884-4abf-b888-f38b9d77ea03,f626dcfa-1143-4c21-98a2-c5743f37a937,0.13237466530512082,done,MSI,2026-07-21 22:47:45.021183+00,2026-07-21 22:47:48.180296+00,2026-07-21 22:47:48.180296+00,fallback,NULL,legit,0.85,NULL,NULL,NULL,2026-07-21 22:47:31.141639+00
3d6d720a-d54c-408d-8b4e-a8acb3533079,8239207f-45c1-4efc-b64e-97a2ff85ba73,0.42913292905943046,done,test-worker,2026-07-22 20:58:08.497667+00,2026-07-22 20:58:08.655596+00,2026-07-22 20:58:08.655596+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:32:45.993409+00
3e22fbbd-bb38-44b1-8c0b-53364b057a93,3454b338-d65f-4dd5-a850-95fc081bbf78,0.2771731926266622,done,DESKTOP-4PDKLKG,2026-07-21 21:35:52.293889+00,2026-07-21 21:35:52.445874+00,2026-07-21 21:35:52.445874+00,bedrock_reasoning,NULL,fraud,0.9,NULL,NULL,NULL,2026-07-21 21:32:31.85621+00
3e6115ad-6df1-43ff-9bfa-af1f9bcee606,206e14e1-6901-4478-910f-aac1589a7fb0,0.7656685878324542,done,test-worker,2026-07-22 20:58:13.938462+00,2026-07-22 20:58:14.103897+00,2026-07-22 20:58:14.103897+00,cleared_by_test,NULL,legit,1,NULL,NULL,NULL,2026-07-22 14:36:40.907574+00
