id,step,type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,error_balance_orig,error_balance_dest,risk_score,risk_tier,is_fraud_label,arrived_at,processed_at
067290dc-5944-4b9e-b330-a69cf57073ac,1,CASH_OUT,82940.31,C1528834618,3017.87,0,C476800120,132372,49864.36,79922.44,165447.95,0.7296496493655538,medium,f,2026-07-21 22:25:07.934266+00,NULL
06a14e73-2aef-4de7-a3a6-92b7bbdd28cf,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,83569.3,396799.55000000005,3.862027369905263e-06,low,f,2026-07-21 22:26:52.945046+00,NULL
06aa56c6-cd7d-4dc1-9abd-385bbd32bfc1,1,TRANSFER,78766.03,C1376151044,0,0,C1749186397,103772,277515.05,78766.03,-94977.01999999999,3.880912117892876e-06,low,f,2026-07-21 22:51:18.176483+00,NULL
06cef5b6-2881-4a68-bd3d-a8d1a4af060d,1,TRANSFER,1.50562601e+06,C926859124,0,0,C665576141,29031,5.51576334e+06,1.50562601e+06,-3.98110633e+06,1.2832265383622143e-06,low,f,2026-07-21 22:47:30.768623+00,NULL
06f755e6-cfa7-4acc-84b7-6969f86544cb,1,CASH_OUT,75405.1,C263053820,0,0,C1870252780,104209,46462.23,75405.1,133151.87,8.151361612362962e-07,low,f,2026-07-22 14:19:57.048314+00,NULL
07238143-9469-47a9-8ca7-789270922701,1,TRANSFER,583848.46,C1839168128,0,0,C1286084959,667778,2.10777811e+06,583848.46,-856151.6499999999,0.3308786470278584,medium,f,2026-07-22 14:36:40.363609+00,NULL
072c0f1e-6a0f-4dc1-aeb6-fcd6aff9f8f8,1,TRANSFER,78766.03,C1376151044,0,0,C1749186397,103772,277515.05,78766.03,-94977.01999999999,0.7636553896424593,medium,f,2026-07-21 22:47:30.768623+00,NULL
07bdf2b6-5cf7-4d94-af06-63bb7e79278a,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,83569.3,396799.55000000005,3.862027369905263e-06,low,f,2026-07-22 14:36:40.363609+00,NULL
07c0b3c2-3663-4047-a028-76bc9de50929,1,TRANSFER,1.42905147e+06,C1520267010,0,0,C1590550415,2.04154362e+06,1.916920493e+07,1.42905147e+06,-1.569860984e+07,1.1477848602226004e-05,low,f,2026-07-22 14:36:40.363609+00,NULL
08358333-5e28-4896-a7ae-63ba2df26745,1,TRANSFER,125872.53,C1443967876,0,0,C392292416,348512,3.42010309e+06,125872.53,-2.9457185599999996e+06,0.22804868495955546,medium,f,2026-07-22 14:36:40.363609+00,NULL
0852215b-1c10-4f81-9f73-9372f443c753,1,CASH_OUT,467177.03,C1338905451,28112.02,0,C1170794006,975121,22190.99,439065.01,1.42010704e+06,1.2294665285850215e-09,low,f,2026-07-22 14:32:45.41286+00,NULL
094166d7-bccb-47e9-8523-f657bc2d2788,1,TRANSFER,184986.8,C697508322,39588,0,C1688019098,52340,97263.78,145398.8,140063.02,2.4690598365850747e-06,low,f,2026-07-22 14:19:57.048314+00,NULL
094fb1e4-1614-42ef-a8ae-4e13998aa925,1,TRANSFER,1.42905147e+06,C1520267010,0,0,C1590550415,2.04154362e+06,1.916920493e+07,1.42905147e+06,-1.569860984e+07,1.1477848602226004e-05,low,f,2026-07-21 22:40:05.036496+00,NULL
09d732cb-2f21-4f5a-89c5-96487d9f46a1,1,TRANSFER,125872.53,C1443967876,0,0,C392292416,348512,3.42010309e+06,125872.53,-2.9457185599999996e+06,0.7820141056142869,medium,f,2026-07-21 22:32:49.852477+00,NULL
0a18afb3-d74b-41d8-97a7-45153bcf4e64,1,CASH_OUT,56953.9,C1570470538,1942.02,0,C824009085,70253,64106.18,55011.880000000005,63100.719999999994,0.49023754785058304,medium,f,2026-07-21 22:44:15.695574+00,NULL
0a22ca19-4ab4-4919-9d05-af388aa10f5b,1,CASH_OUT,335416.51,C743778731,144478,0,C575335780,295,52415.15,190938.51,283296.36,0.0001762851607054472,low,f,2026-07-22 14:32:45.41286+00,NULL
0a473afe-ac4a-42a1-8d33-da385c1dd399,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,83569.3,396799.55000000005,0.422245388283931,medium,f,2026-07-21 21:32:31.390253+00,NULL
0a9f3992-2e4d-418c-94b9-928416e68d4e,1,CASH_OUT,136872.92,C1533123860,162075.98,25203.05,C766572210,217806,0,-0.010000000009313226,354678.92000000004,9.3488861239166e-06,low,f,2026-07-21 22:30:53.950264+00,NULL
0ad43240-c1a3-4ab0-9620-11b10dd01e07,1,TRANSFER,181,C1305486145,181,0,C553264065,0,0,0,181,0.5,medium,t,2026-07-21 22:41:46.081867+00,NULL
0b680345-b6be-45f4-91bd-ef71886b82ca,1,TRANSFER,367768.4,C288306765,0,0,C1359044626,370763.1,16518.36,367768.4,722013.14,3.289835603936808e-08,low,f,2026-07-22 14:32:45.41286+00,NULL
0b955e0c-c252-4a52-94f3-1fcb919f93ee,1,CASH_OUT,11648.5,C781091365,0,0,C985934102,260976,971418.91,11648.5,-698794.41,1.3881692950690194e-07,low,f,2026-07-21 21:32:31.390253+00,NULL
0bf0af55-6c9a-4bc4-ab13-4a69545c4447,1,TRANSFER,181,C1305486145,181,0,C553264065,0,0,0,181,0.5,medium,t,2026-07-22 14:19:57.048314+00,NULL
0c4102f1-41ab-455a-b275-9d93d9cead05,1,CASH_OUT,229133.94,C905080434,15325,0,C476402209,5083,51513.44,213808.94,182703.5,0.0003087619552388787,low,f,2026-07-21 22:25:07.934266+00,NULL
0c91e94b-7f27-4d8c-802a-bf08b1f1e73c,1,CASH_OUT,75405.1,C263053820,0,0,C1870252780,104209,46462.23,75405.1,133151.87,8.151361612362962e-07,low,f,2026-07-21 21:32:31.390253+00,NULL
0ca77859-c15c-4913-8b32-06ea84ab15bf,1,CASH_OUT,78292.91,C1631227617,0,0,C1983747920,121112,95508.95,78292.91,103895.96,8.151361612362962e-07,low,f,2026-07-22 14:36:40.363609+00,NULL
0cbdca42-25aa-49c8-af4c-737ace47b507,1,TRANSFER,17231.46,C1243171897,0,0,C783286238,24672,0,17231.46,41903.46,3.4573670291138114e-06,low,f,2026-07-21 22:26:52.945046+00,NULL
0ccd74e6-e303-411c-ae15-6a0ec2dceec8,1,CASH_OUT,9536.54,C649769713,0,0,C1060830840,49161,130747.56,9536.54,-72050.01999999999,1.1718523751369503e-07,low,f,2026-07-22 14:19:57.048314+00,NULL
0ce39dc5-5c89-427a-812f-b679707fb36e,1,TRANSFER,62610.8,C1976401987,79114,16503.2,C1937962514,517,8383.29,0,54744.51,0.3853852280033959,medium,f,2026-07-21 22:51:18.176483+00,NULL
0ceb2d75-9e19-48a1-9296-4adc0d705dde,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6.45343091e+06,5346.89,-5.7954470200000005e+06,5.352217158360872e-07,low,f,2026-07-21 18:09:27.94638+00,NULL
0d1deeb1-eceb-4793-9524-fbb67c786fb5,1,CASH_OUT,56953.9,C1570470538,1942.02,0,C824009085,70253,64106.18,55011.880000000005,63100.719999999994,0.6319194743334471,medium,f,2026-07-21 22:47:30.768623+00,NULL
0d3924bf-4584-4af9-a258-d22e534d3fd1,1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120,0,2.9103830456733704e-11,99578.86,2.844415348590701e-06,low,f,2026-07-21 22:32:49.852477+00,NULL
0d769120-660a-4e4e-a7fd-065e6eaf916a,1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1.28003623e+06,1.916920493e+07,761507.39,-1.712766131e+07,2.5380413148923253e-07,low,f,2026-07-21 22:40:05.036496+00,NULL
0d7944d6-7d00-45a4-91c3-203f90918b67,1,TRANSFER,77957.68,C207471778,0,0,C1761291320,94900,22233.65,77957.68,150624.03,6.275124064814008e-07,low,f,2026-07-21 22:26:52.945046+00,NULL
0de7f7e7-ec75-46b4-a919-281abbf2247b,1,TRANSFER,215310.3,C1670993182,705,0,C1100439041,22425,0,214605.3,237735.3,1.1586042091948912e-05,low,f,2026-07-21 22:26:52.945046+00,NULL
0ec3345f-83b9-4cb5-9a1e-91e0ac52c397,1,TRANSFER,11996.58,C605982374,0,0,C1225616405,40255,0,11996.58,52251.58,4.647680725611281e-06,low,f,2026-07-22 14:36:40.363609+00,NULL
0f6459c0-7ee8-4e58-a76f-7fc6748f036c,1,CASH_OUT,176149.9,C24650043,0,0,C736709391,259813,46820.71,176149.9,389142.19,1.6451261899419478e-06,low,f,2026-07-22 14:19:57.048314+00,NULL
0f7f2bdf-064e-4c7e-a3c3-18e10d8b55a3,1,CASH_OUT,181,C840083671,181,0,C38997010,21182,0,0,21363,0.52,medium,t,2026-07-21 22:30:53.950264+00,NULL
0f826fb6-d6bd-4180-86c0-86d90d679560,1,CASH_OUT,11648.5,C781091365,0,0,C985934102,260976,971418.91,11648.5,-698794.41,0.5107581579474784,medium,f,2026-07-21 21:32:31.390253+00,NULL
0f89e006-0fe7-4079-ac0e-0e27600e8a2f,1,TRANSFER,17231.46,C1243171897,0,0,C783286238,24672,0,17231.46,41903.46,3.4573670291138114e-06,low,f,2026-07-22 14:32:45.41286+00,NULL
100807cf-6181-479b-a1ad-0e74461b8d12,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6.45343091e+06,5346.89,-5.7954470200000005e+06,5.352217158360872e-07,low,f,2026-07-21 22:41:46.081867+00,NULL
105ccaec-8a93-4748-b1a6-931212e0a17b,1,TRANSFER,379856.23,C1449772539,0,0,C1590550415,900180,1.916920493e+07,379856.23,-1.78891687e+07,1.0090026592024515e-08,low,f,2026-07-21 18:09:27.94638+00,NULL
1092337e-144c-4366-b538-282f66684723,1,TRANSFER,78766.03,C1376151044,0,0,C1749186397,103772,277515.05,78766.03,-94977.01999999999,3.880912117892876e-06,low,f,2026-07-22 14:19:57.048314+00,NULL
109eed62-6b39-4745-9576-0612dbc6b406,1,TRANSFER,17231.46,C1243171897,0,0,C783286238,24672,0,17231.46,41903.46,3.4573670291138114e-06,low,f,2026-07-21 18:09:27.94638+00,NULL
10de7bad-b8c7-490a-8e74-8acbcaf26bc8,1,TRANSFER,42712.39,C283039401,10363.39,0,C1330106945,57901.66,24044.18,32349,76569.87,1.8204849538960843e-06,low,f,2026-07-21 21:32:31.390253+00,NULL
112c19c2-ea0f-41f9-b81c-305ae268c7f2,1,CASH_OUT,23261.3,C2072313080,20411.53,0,C2001112025,25742,0,2849.7700000000004,49003.3,0.7553581781919353,medium,f,2026-07-22 14:32:45.41286+00,NULL
117c4bab-4938-46ac-a52f-3b690974e6f9,1,TRANSFER,311685.89,C1984094095,10835,0,C932583850,6267,2.71917289e+06,300850.89,-2.40122e+06,8.098261901068327e-07,low,f,2026-07-21 18:09:27.94638+00,NULL
1190d6e9-fbcf-403c-906a-454057b0a7b2,1,TRANSFER,1.72488705e+06,C1495608502,0,0,C1590550415,3.4705951e+06,1.916920493e+07,1.72488705e+06,-1.397372278e+07,1.1477848602226004e-05,low,f,2026-07-22 14:36:40.363609+00,NULL
11ed4570-4be7-4fee-994b-62e7e58a0fc5,1,CASH_OUT,50101.88,C1740826931,0,0,C97730845,67684,9.94033929e+06,50101.88,-9.822553409999998e+06,1.2137186331528937e-06,low,f,2026-07-22 14:36:40.363609+00,NULL
11f6db1a-6e33-46a0-bf76-9cd8b363b8ca,1,CASH_OUT,220691.42,C1123559518,0,0,C1590550415,6.09309062e+06,1.916920493e+07,220691.42,-1.285542289e+07,3.3837477531051263e-06,low,f,2026-07-22 14:19:57.048314+00,NULL
124df0a4-f84f-439d-83dd-4cba97d10205,1,CASH_OUT,335416.51,C743778731,144478,0,C575335780,295,52415.15,190938.51,283296.36,0.0001762851607054472,low,f,2026-07-21 18:09:27.94638+00,NULL
126982c2-328f-4ec5-8aa9-1ec688a6b6c5,1,CASH_OUT,82940.31,C1528834618,3017.87,0,C476800120,132372,49864.36,79922.44,165447.95,0.26255743332144654,medium,f,2026-07-21 22:41:46.081867+00,NULL
12ddb974-0b39-4681-877c-93e193076b4e,1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1.28003623e+06,1.916920493e+07,761507.39,-1.712766131e+07,0.4886286939089237,medium,f,2026-07-21 22:47:30.768623+00,NULL
12f112f1-3782-4d69-92b3-c9d5990ee658,1,TRANSFER,62610.8,C1976401987,79114,16503.2,C1937962514,517,8383.29,0,54744.51,0.2855076567847315,medium,f,2026-07-21 22:44:15.695574+00,NULL
131d72bb-b518-4f74-a008-7e93dadc66b3,1,CASH_OUT,23261.3,C2072313080,20411.53,0,C2001112025,25742,0,2849.7700000000004,49003.3,0.00017633289098739624,low,f,2026-07-21 22:41:46.081867+00,NULL
132692c2-0faf-4b2f-95d0-4e6ad89f6e91,1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120,0,2.9103830456733704e-11,99578.86,2.844415348590701e-06,low,f,2026-07-21 22:30:53.950264+00,NULL
14046de6-c343-46b6-8d35-0391476ced58,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6.45343091e+06,5346.89,-5.7954470200000005e+06,0.49775566887652123,medium,f,2026-07-21 22:40:05.036496+00,NULL
1426f68c-cf14-41e4-b0ac-d8e6e6900d8e,1,CASH_OUT,28404.6,C2091072548,0,0,C1282788025,51744,0,28404.6,80148.6,2.225669732069946e-06,low,f,2026-07-22 14:32:45.41286+00,NULL
14488ea3-b516-45b4-8ff0-c804a3a39821,1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120,0,2.9103830456733704e-11,99578.86,2.844415348590701e-06,low,f,2026-07-21 21:32:31.390253+00,NULL
14801829-9729-427a-aa54-edd8d5162f16,1,CASH_OUT,82940.31,C1528834618,3017.87,0,C476800120,132372,49864.36,79922.44,165447.95,1.2160126061644405e-06,low,f,2026-07-21 22:51:18.176483+00,NULL
14c445ed-72b5-49ee-9750-ce0c22d3c5c5,1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120,0,2.9103830456733704e-11,99578.86,0.7785820420855198,medium,f,2026-07-21 22:44:15.695574+00,NULL
14cfa6db-aad7-42b6-9c49-6c69ecbc7883,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6.45343091e+06,5346.89,-5.7954470200000005e+06,5.352217158360872e-07,low,f,2026-07-22 14:19:57.048314+00,NULL
14debaec-6fb5-47ba-a1d0-106904279acb,1,CASH_OUT,181,C840083671,181,0,C38997010,21182,0,0,21363,0.52,medium,t,2026-07-22 14:32:45.41286+00,NULL
156b0225-d8ec-4b0a-829a-45d12f173911,1,CASH_OUT,23261.3,C2072313080,20411.53,0,C2001112025,25742,0,2849.7700000000004,49003.3,0.00017633289098739624,low,f,2026-07-21 22:47:30.768623+00,NULL
1575623e-925f-40ff-9ef5-8f4784f4796f,1,TRANSFER,379856.23,C1449772539,0,0,C1590550415,900180,1.916920493e+07,379856.23,-1.78891687e+07,1.0090026592024515e-08,low,f,2026-07-21 22:32:49.852477+00,NULL
15ac5068-2a05-46a7-b530-94001147cec9,1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1.28003623e+06,1.916920493e+07,761507.39,-1.712766131e+07,0.5362966835020083,medium,f,2026-07-21 22:26:52.945046+00,NULL
15be84a8-7873-498d-95ef-df66492eb118,1,CASH_OUT,151829.91,C873309260,0,0,C1023714065,1.16108831e+06,1.41248409e+06,151829.91,-99565.87000000011,6.663368026238459e-07,low,f,2026-07-21 18:09:27.94638+00,NULL
15eabf18-0b42-4622-875c-d948842cd847,1,TRANSFER,78766.03,C1376151044,0,0,C1749186397,103772,277515.05,78766.03,-94977.01999999999,3.880912117892876e-06,low,f,2026-07-21 21:32:31.390253+00,NULL
1694ebf3-4f56-43f1-bd1a-8997e1ca3b18,1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1.28003623e+06,1.916920493e+07,761507.39,-1.712766131e+07,2.5380413148923253e-07,low,f,2026-07-21 18:09:27.94638+00,NULL
16b19617-28e6-46c5-80eb-218cb8ebb97e,1,TRANSFER,215310.3,C1670993182,705,0,C1100439041,22425,0,214605.3,237735.3,0.19683369595696604,medium,f,2026-07-21 22:32:49.852477+00,NULL
173c00dc-1ebe-49da-ad85-b97724157d57,1,TRANSFER,761507.39,C412788346,0,0,C1590550415,1.28003623e+06,1.916920493e+07,761507.39,-1.712766131e+07,2.5380413148923253e-07,low,f,2026-07-21 22:30:53.950264+00,NULL
1742f529-e59e-4e30-ba99-ddcc6f125812,1,TRANSFER,17231.46,C1243171897,0,0,C783286238,24672,0,17231.46,41903.46,3.4573670291138114e-06,low,f,2026-07-22 14:19:57.048314+00,NULL
1751c56e-7e8d-416c-939d-2c292f1550e9,1,TRANSFER,125872.53,C1443967876,0,0,C392292416,348512,3.42010309e+06,125872.53,-2.9457185599999996e+06,5.244171006779652e-06,low,f,2026-07-21 22:47:30.768623+00,NULL
176ea0b7-fa48-457c-bffd-0d1fcd2dbb95,1,CASH_OUT,23261.3,C2072313080,20411.53,0,C2001112025,25742,0,2849.7700000000004,49003.3,0.6284986349856353,medium,f,2026-07-22 14:36:40.363609+00,NULL
17bc4c03-69bb-4f3b-b1b9-0693a1822679,1,TRANSFER,17231.46,C1243171897,0,0,C783286238,24672,0,17231.46,41903.46,3.4573670291138114e-06,low,f,2026-07-22 14:36:40.363609+00,NULL
18c0209d-739c-496b-9db2-594abb4fe242,1,CASH_OUT,85423.63,C460741164,0,0,C1590550415,5.77677641e+06,1.916920493e+07,85423.63,-1.330700489e+07,0.44210737932833066,medium,f,2026-07-22 14:36:40.363609+00,NULL
191a9aea-7ee0-4189-b0cf-4b37ce2fd1aa,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,83569.3,396799.55000000005,3.862027369905263e-06,low,f,2026-07-21 22:32:49.852477+00,NULL
19321e00-98bf-45ef-bd54-dd15c898806c,1,CASH_OUT,419801.4,C1687354037,38197.63,0,C33524623,499962,1.51726216e+06,381603.77,-597498.7599999999,9.939560285943116e-10,low,f,2026-07-22 14:36:40.363609+00,NULL
193dbf81-886e-40f9-b6d2-c2efd5e61398,1,CASH_OUT,229133.94,C905080434,15325,0,C476402209,5083,51513.44,213808.94,182703.5,0.0003087619552388787,low,f,2026-07-21 22:51:18.176483+00,NULL
196efce9-648a-41f7-bf1d-8d696ea89f74,1,TRANSFER,554026.99,C1603696865,0,0,C766572210,579285.56,0,554026.99,1.13331255e+06,0.45688438174841517,medium,f,2026-07-21 22:32:49.852477+00,NULL
19fa5766-3c89-4ae9-9a3c-0f8ff3039b73,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,83569.3,396799.55000000005,3.862027369905263e-06,low,f,2026-07-21 22:30:53.950264+00,NULL
1a24b096-f24b-4743-9ef7-1d6ba2b29d21,1,CASH_OUT,82685.93,C855700733,0,0,C392292416,833216.44,3.42010309e+06,82685.93,-2.5042007199999997e+06,2.3038282961351797e-06,low,f,2026-07-21 18:09:27.94638+00,NULL
1a9acc6c-ba5c-4e9a-b2cb-8bc06d14fb41,1,CASH_OUT,50101.88,C1740826931,0,0,C97730845,67684,9.94033929e+06,50101.88,-9.822553409999998e+06,1.2137186331528937e-06,low,f,2026-07-21 18:09:27.94638+00,NULL
1aa5a7be-14d3-4094-9265-de68f5f4aed9,1,CASH_OUT,139054.95,C2092709730,0,0,C1749186397,182538.03,277515.05,139054.95,44077.92999999999,1.3982333257445134e-05,low,f,2026-07-21 18:09:27.94638+00,NULL
1af21ed7-157d-43a6-ab3c-b83b8e55199c,1,TRANSFER,62610.8,C1976401987,79114,16503.2,C1937962514,517,8383.29,0,54744.51,9.442200098419562e-05,low,f,2026-07-22 14:32:45.41286+00,NULL
1b2a872e-1ed5-4d41-86cc-42b75dddfc43,1,CASH_OUT,94253.33,C1718906711,25203.05,0,C977993101,99773,965870.05,69050.28,-771843.72,0.7874657418382247,medium,f,2026-07-21 22:40:05.036496+00,NULL
1b4c42fd-1fcf-4c0c-ace1-1ad4d723a67b,1,TRANSFER,581294.26,C843299092,0,0,C1590550415,5.19548215e+06,1.916920493e+07,581294.26,-1.339242852e+07,1.2274892924324377e-06,low,f,2026-07-21 21:32:31.390253+00,NULL
1bc0a174-8465-42b6-95ba-ca6601e44127,1,CASH_OUT,19162.08,C25936709,0,0,C885951223,60169,215851.28,19162.08,-136520.2,1.1775269967984059e-06,low,f,2026-07-21 18:09:27.94638+00,NULL
1bdbc216-6036-4c62-bada-bef12d22639a,1,TRANSFER,330757.04,C1494346128,103657,0,C564160838,79676,1.25495607e+06,227100.03999999998,-844523.03,2.475708924976061e-06,low,f,2026-07-21 18:09:27.94638+00,NULL
1bde822c-6392-4ffd-a46d-c7e88d58f9f7,1,TRANSFER,78766.03,C1376151044,0,0,C1749186397,103772,277515.05,78766.03,-94977.01999999999,0.7742008317458595,medium,f,2026-07-21 22:40:05.036496+00,NULL
1c959660-a0ef-409d-9aa9-59801d1e2b7c,1,TRANSFER,181,C1305486145,181,0,C553264065,0,0,0,181,0.5,medium,t,2026-07-21 22:44:15.695574+00,NULL
1ca75f3d-b751-42bd-a13d-bb8e640fcdf7,1,CASH_OUT,68912.23,C1620529408,0,0,C1688019098,237326.8,97263.78,68912.23,208975.24999999997,0.7229650258352822,medium,f,2026-07-21 18:09:28.817642+00,NULL
1d42e023-0be2-456a-84ee-8877e9f8bbdb,1,CASH_OUT,181,C840083671,181,0,C38997010,21182,0,0,21363,0.52,medium,t,2026-07-22 14:36:40.363609+00,NULL
1d644165-9cc1-4dbd-926f-d09fab2ce105,1,TRANSFER,224606.64,C873175411,0,0,C766572210,354678.92,0,224606.64,579285.56,3.951279552438791e-07,low,f,2026-07-21 22:25:07.934266+00,NULL
1d6588a6-c270-4b9f-b7d6-3a7399220399,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6.45343091e+06,5346.89,-5.7954470200000005e+06,0.2134052044821651,medium,f,2026-07-21 22:51:18.176483+00,NULL
